Time,Velocity,GForce,Acceleration,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Apoapsis,Inclination,OrbitalVelocity,VesselDeltaV,Pressure,Classifier
0,-0.869686162105564,-2.833325931674532,2.8009813811635174,2.1847694580210844,2.624467916507353,4.196187917385837,-1.0300287341533283,-0.908717137934949,-1.2632248175526841,-0.6889474764497522,-2.5204085712916684,5.048646134032351,6.1177074154618625,
1,-0.8682686231884059,-2.744344040764737,2.896317731427348,2.292928499191472,2.71286455533227,4.0268441190436315,-1.0297956265830606,-0.908717137934949,-1.262261024821022,-0.6889474764497522,-2.5021005369920886,4.909167913079038,6.077551117118606,
2,-0.8668510842712479,-2.6486885080367073,2.949944428450752,2.361054648500093,2.7957364042306305,3.850242729343904,-1.0293237547993828,-0.908717137934949,-1.2602606194624166,-0.6889474764497522,-2.455313338226496,4.769689692125725,5.995963717310086,
3,-0.8654335453540898,-2.557482069854167,3.0274052130401143,2.5050325929152195,2.873083463202433,3.6796893324421127,-1.028652715304293,-0.9086821957385712,-1.2574934634417336,-0.6887704340904284,-2.3820812010281767,4.65915978118159,5.8812314363293545,
4,-0.8640160064369318,-2.461826537126137,3.128700085195434,2.70800637796874,2.972529681880465,3.5030879427423853,-1.0277415109032053,-0.9086297824440046,-1.2539681238054763,-0.6884163493717805,-2.288506803496991,4.517049895681988,5.7276176601273745,
5,-0.8625984675197736,-2.370620098943597,3.3134142638316058,3.0584697646182435,3.077500690485055,3.333744144400181,-1.0266887826779687,-0.9085074847566823,-1.2504941864482408,-0.6877081799344851,-2.1867955018326586,4.374940010182387,5.553607033973266,
6,-0.8611809286026156,-2.2705154716700773,3.2240364354592645,2.913087157330774,3.1714221192365297,3.157142754700453,-1.0254378025787814,-0.9082978315784156,-1.246626164951837,-0.6871770528565134,-2.0789815220684664,4.2565151055993855,5.352825542256986,
7,-0.8597633896854575,-2.165961749851068,3.2538290449167113,2.890612551373291,3.292967497620791,2.9877989563582488,-1.0240724505425294,-0.9080357651055824,-1.2415373393286613,-0.6868229681378657,-1.9813386724707076,4.1012468973683385,5.1405708224426325,
8,-0.8583458507682995,-2.054734386213824,3.3372483513975633,2.98893895243728,3.4255624558581674,2.8111975666585214,-1.0224618695578471,-0.9077038142399934,-1.2354119010785423,-0.6864688834192179,-1.875558918739802,3.9459786891372923,4.898358229261088,
9,-0.8569283118511414,-1.93905792803109,3.498128442467777,3.1680334686609743,3.5415830443158716,2.640644169756729,-1.0207236639293091,-0.907301978981649,-1.2283055360037538,-0.686291841059894,-1.7697791650088965,3.8143954618228464,4.647222014225488,
10,-0.8555107729339834,-1.8122587334846318,3.6828426211039487,3.3787328995123795,3.69075237233292,2.4640427800570026,-1.01870144094222,-0.9068302593305488,-1.2194643440119737,-0.6861147987005701,-1.651794055078271,3.6433372663140666,4.367402728944704,
11,-0.8540932340168252,-1.6854595389381737,3.885432365414588,3.6083952791404106,3.850971280203083,2.2946989817147974,-1.0165397951698634,-0.9063061263848822,-1.209316677428385,-0.6857607139819224,-1.5338089451476458,3.4670157417127085,4.082484231175887,
12,-0.8526756950996672,-1.5430885134825014,4.111856197291185,3.8675555790876386,3.994615818293574,2.1180975920150695,-1.01404640074539,-0.905694637948271,-1.1966931344052376,-0.6855836716225985,-1.4036184790173005,3.3170108625742403,3.7720696709669084,
13,-0.8512581561825091,-1.398492940754084,4.332321507276292,4.12250189041784,4.182458675796523,1.9475441951132786,-1.0114012466663194,-0.9050307362170932,-1.1822405269535583,-0.6854066292632747,-1.2713937868536687,3.119636021602571,3.462929913879938,
14,-0.8498406172653511,-1.2383255371164525,4.540869773478422,4.365508567333126,4.381351113152588,1.770942805413551,-1.0083720873270527,-0.9042445367985933,-1.1643825185166727,-0.6854066292632747,-1.1269637384903168,2.914366186992035,3.132118503718829,
15,-0.8484230783481931,-1.0803826807515662,4.707708386440125,4.5593520437164194,4.558144390802423,1.6015990070713466,-1.005182925796038,-0.9034059240855264,-1.144224258093554,-0.6852295869039506,-0.9804994640936784,2.740676326936966,2.8108681169727805,
16,-0.847005539431035,-0.9068679934774654,4.8983810869677855,4.781288777546566,4.790185567717832,1.424997617371619,-1.001560357654715,-0.9024624847833262,-1.1195211795002418,-0.6850525445446268,-0.8238640595306068,2.51172151140983,2.476232297445647,
17,-0.845588000513877,-0.7333533062033647,5.14863900641034,5.069244666376819,5.044325904339469,1.2556538190294146,-0.9977742317173829,-0.9014491610883708,-1.0912756271776651,-0.6850525445446268,-0.6651944289342485,2.272240037697538,2.15816891850462,
18,-0.8441704615967188,-0.5420422407473049,5.410813969635875,5.378972829728384,5.265317501401763,1.079052429329687,-0.9934968936641043,-0.900313539706093,-1.0562364069776835,-0.684875502185303,-0.49025099007159706,2.0669702030870023,1.836281130197567,
19,-0.8427529226795608,-0.3462820807457554,5.756408239342259,5.784920399835425,5.569180947362417,0.9084990324278954,-0.9890510953907593,-0.8991255050292484,-1.016065525922008,-0.684875502185303,-0.3112390991423723,1.7932770902729542,1.5392520027696737,
20,-0.8413353837624027,-0.13050099528950196,6.066251377699708,6.1424071008466425,5.889618763102742,0.7318976427281678,-0.9840505689798953,-0.8977802304687038,-0.9645732929117419,-0.684698459825979,-0.11391917391356778,1.5090573192737506,1.2473220878298124,
21,-0.8399178448452447,0.08750463743949637,6.382053037948646,6.509726441964258,6.176907839283724,0.5625538443859636,-0.9788647740379126,-0.8963650715154037,-0.9037643968287423,-0.684698459825979,0.0854349773485234,1.264312516468881,0.9891744556231669,
22,-0.8385003059280866,0.3277557428959435,6.757439917112478,6.944469600954323,6.574692713995852,0.3859524546862359,-0.9730455428095407,-0.8947926726784036,-0.824647722367415,-0.6845214174666552,0.305131388943481,0.9379861127290547,0.752061074929655,
23,-0.8370827670109285,0.5724559428978804,7.168577927625247,7.41643632606147,7.000101538340769,0.21539905778444424,-0.9670223491912835,-0.8931503894486479,-0.7278914991550457,-0.6845214174666552,0.5288962526050119,0.593238057165206,0.5538291894573912,
24,-0.8356652280937704,0.8438507101727558,7.645259678944399,7.969171166328323,7.386836833199783,0.03879766808471662,-0.9602714957737187,-0.8913159241388146,-0.5967300171839659,-0.6843443751073314,0.7791060546992692,0.29849162798084666,0.3779063586202698,
25,-0.8342476891766124,1.1241436665386109,8.163651083503975,8.568259881382485,7.928266246002402,-0.13054613025748768,-0.9532881812593883,-0.8894290455344144,-0.42822906302667124,-0.6843443751073314,1.0333843088600998,-0.09888971850878057,0.23640321207736764,
26,-0.8328301502594543,1.1597364229025289,0.04218574540392636,0.2526556771137,-0.2097493158165644,-0.16320529136634132,-0.9456803733421132,-0.8873674559481253,-0.39498892259245905,-0.6843443751073314,1.0659319253926862,-0.19362964217518178,0.11720912016960776,
27,-0.8314126113422963,1.1352664029023352,0.006434614054989979,0.2168367738689612,-0.2097493158165644,-0.16320529136634132,-0.9384118023950195,-0.8853932218527807,-0.40078881307543884,-0.6843443751073314,1.0455896650598198,-0.19362964217518178,0.03115990943405919,
28,-0.8299950724251381,1.1107963829021417,-0.029316517293946406,0.17118523051782342,-0.2097493158165644,-0.16320529136634132,-0.9308963863157403,-0.8833665744628695,-0.40585193755910365,-0.6843443751073314,1.0252474047269533,-0.19362964217518178,-0.03640465603237158,
29,-0.8285775335079801,1.0907754574474375,-0.0710261705343722,0.12764068147519977,-0.2097493158165644,-0.16320529136634132,-0.9237208536801447,-0.8814272825639027,-0.4096856908694928,-0.6843443751073314,1.0049051443940868,-0.19362964217518178,-0.08612197779068853,
30,-0.827159994590822,1.068529984719989,-0.1008187799918192,0.07145416658149172,-0.2097493158165644,-0.16320529136634132,-0.9162968597286086,-0.8794181062721803,-0.412679873622523,-0.6843443751073314,0.9886313361277936,-0.19362964217518178,-0.12436607145093234,
31,-0.825742455673664,1.0529581538107746,-0.17827956458118138,0.02790961753886806,-0.2097493158165644,-0.16320529136634132,-0.909202944372642,-0.8775137565695913,-0.4140720186793682,-0.6843443751073314,0.9723575278615004,-0.19362964217518178,-0.15368654325711928,
32,-0.8243249167565059,1.0351617756288156,-0.19615513025564957,0.004732680145213502,-0.2097493158165644,-0.16320529136634132,-0.9018564733685557,-0.8755220513760579,-0.41507007959704495,-0.6843443751073314,0.958117945628494,-0.19362964217518178,-0.17663299945326558,
33,-0.8229073778393479,1.0195899447196015,-0.20211365214713897,-0.005099959961185439,-0.2097493158165644,-0.16320529136634132,-0.8948333468610596,-0.8736351727716577,-0.4157425927475825,-0.6843443751073314,0.9438783633954875,-0.19362964217518178,-0.1932054400393712,
34,-0.8214898389221897,1.0017935665376425,-0.21403069593011773,-0.01423026863141292,-0.2097493158165644,-0.16320529136634132,-0.8875594963803661,-0.8716784097745021,-0.41626518258430595,-0.6843443751073314,0.9296387811624809,-0.19362964217518178,-0.20659087282045654,
35,-0.8200723000050317,0.9884462829011731,-0.21403069593011773,-0.021253582993126522,-0.2097493158165644,-0.16320529136634132,-0.8806046805729161,-0.8697915311701019,-0.41662928206071165,-0.6843443751073314,0.917433424962761,-0.19362964217518178,-0.2167892977965216,
36,-0.8186547610878736,0.972874451991959,-0.21998921782160713,-0.02757456591866866,-0.2097493158165644,-0.16320529136634132,-0.8734008647216073,-0.8678522392711351,-0.41692056164183616,-0.6843443751073314,0.9031938427297546,-0.19362964217518178,-0.22443811652857035,
37,-0.8172372221707156,0.9573026210827448,-0.21998921782160713,-0.03178855453569667,-0.2097493158165644,-0.16320529136634132,-0.8665126356848648,-0.8660003028631128,-0.41713902132767955,-0.6843443751073314,0.8909884865300347,-0.19362964217518178,-0.23081213213861096,
38,-0.8158196832535575,0.9417307901735307,-0.22594773971309653,-0.036704874588896146,-0.2097493158165644,-0.16320529136634132,-0.8593775076431449,-0.8640784820623348,-0.41732321282750834,-0.6843443751073314,0.8767489042970282,-0.19362964217518178,-0.23527394306563942,
39,-0.8144021443363995,0.9261589592643165,-0.22594773971309653,-0.04021653176975294,-0.2097493158165644,-0.16320529136634132,-0.8525549495396484,-0.8622440167525013,-0.41746028557156695,-0.6843443751073314,0.8645435480973083,-0.19362964217518178,-0.23909835243166377,
40,-0.8129846054192413,0.9128116756278472,-0.22594773971309653,-0.04372818895060962,-0.2097493158165644,-0.16320529136634132,-0.84548770121564,-0.8603396670499124,-0.41756737365286273,-0.6843443751073314,0.8523381918975884,-0.19362964217518178,-0.24164795867568004,
41,-0.8115670665020833,0.897239844718633,-0.22594773971309653,-0.047239846131466416,-0.2097493158165644,-0.16320529136634132,-0.8387298982079285,-0.8585226728382678,-0.4176487605946475,-0.6843443751073314,0.8401328356978686,-0.19362964217518178,-0.2441975649196963,
42,-0.8101495275849252,0.8816680138094188,-0.22594773971309653,-0.052858497620837226,-0.2097493158165644,-0.16320529136634132,-0.8317297753825457,-0.8566357942338676,-0.41770872992017316,-0.6843443751073314,0.8279274794981487,-0.19362964217518178,-0.2461097696027085,
43,-0.8087319886677672,0.8683207301729495,-0.22594773971309653,-0.05215616618466589,-0.2097493158165644,-0.16320529136634132,-0.8250366197250356,-0.854818800022223,-0.4177858333387061,-0.6843443751073314,0.8157221232984289,-0.19362964217518178,-0.24738457272471662,
44,-0.8073144497506092,0.8527488992637354,-0.21998921782160713,-0.04653751469529508,-0.2097493158165644,-0.16320529136634132,-0.8181035685254867,-0.8529668636142007,-0.4179700248385349,-0.6843443751073314,0.8014825410654223,-0.19362964217518178,-0.24865937584672476,
45,-0.805896910833451,0.8394016156272661,-0.22594773971309653,-0.05075150331232322,-0.2097493158165644,-0.16320529136634132,-0.8114740905079249,-0.851167340500745,-0.41814136576860816,-0.6843443751073314,0.7892771848657024,-0.19362964217518178,-0.24993417896873288,
46,-0.804479371916293,0.8238297847180519,-0.22594773971309653,-0.057774817674036694,-0.2097493158165644,-0.16320529136634132,-0.8046068718599977,-0.8493154040927227,-0.4182613044196594,-0.6843443751073314,0.7770718286659826,-0.19362964217518178,-0.25057158052973694,
47,-0.8030618329991349,0.8104825010815827,-0.23190626160458594,-0.06409580059957884,-0.2097493158165644,-0.16320529136634132,-0.7980406405000494,-0.8475508231756448,-0.41829128908242225,-0.6843443751073314,0.7648664724662627,-0.19362964217518178,-0.251208982090741,
48,-0.8016442940819769,0.7971352174451134,-0.22594773971309653,-0.06620279490809285,-0.2097493158165644,-0.16320529136634132,-0.7912393082765357,-0.8457163578658113,-0.4183127066986814,-0.6843443751073314,0.7526611162665429,-0.19362964217518178,-0.25184638365174505,
49,-0.8002267551648188,0.7815633865358992,-0.23190626160458594,-0.06830978921660696,-0.2097493158165644,-0.16320529136634132,-0.7847362697014093,-0.8439692480469223,-0.41833840783819237,-0.6843443751073314,0.740455760066823,-0.19362964217518178,-0.25248378521274917,
50,-0.7988092162476608,0.7682161028994299,-0.23190626160458594,-0.0711191149612923,-0.2097493158165644,-0.16320529136634132,-0.7780005006655581,-0.8421522538352777,-0.41835982545445155,-0.6843443751073314,0.7302846299003898,-0.19362964217518178,-0.25248378521274917,
51,-0.7973916773305026,0.7548688192629607,-0.23190626160458594,-0.07182144639746364,-0.2097493158165644,-0.16320529136634132,-0.7715601161473351,-0.8404051440163887,-0.41838552659396255,-0.6843443751073314,0.7180792737006699,-0.19362964217518178,-0.25312118677375317,
52,-0.7959741384133446,0.7415215356264914,-0.23190626160458594,-0.07463077214214911,-0.2097493158165644,-0.16320529136634132,-0.7648889944616853,-0.8386056209029331,-0.41840266068696985,-0.6843443751073314,0.7058739175009501,-0.19362964217518178,-0.25312118677375317,
53,-0.7945565994961865,0.7259497047172772,-0.23190626160458594,-0.07744009788683445,-0.2097493158165644,-0.16320529136634132,-0.7585104020356963,-0.8368759821822329,-0.4184112277334735,-0.6843443751073314,0.6936685613012301,-0.19362964217518178,-0.2537585883347573,
54,-0.7931390605790285,0.7126024210808078,-0.23190626160458594,-0.07954709219534851,-0.2097493158165644,-0.16320529136634132,-0.7519034428451213,-0.8350939301669662,-0.4184197947799772,-0.6843443751073314,0.6814632051015103,-0.19362964217518178,-0.2537585883347573,
55,-0.7917215216618704,0.6992551374443386,-0.23190626160458594,-0.08165408650386259,-0.2097493158165644,-0.16320529136634132,-0.7455863731474074,-0.833381762544455,-0.41842407830322903,-0.6843443751073314,0.671292074935077,-0.19362964217518178,-0.2537585883347573,
56,-0.7903039827447124,0.6859078538078693,-0.23190626160458594,-0.0837610808123766,-0.2097493158165644,-0.16320529136634132,-0.7390432532151562,-0.8316171816273771,-0.41842836182648085,-0.6843443751073314,0.6590867187353572,-0.19362964217518178,-0.2537585883347573,
57,-0.7888864438275542,0.6725605701714,-0.23190626160458594,-0.08586807512089066,-0.2097493158165644,-0.16320529136634132,-0.7327873291361743,-0.8299224851030547,-0.4184326453497327,-0.6843443751073314,0.648915588568924,-0.19362964217518178,-0.2537585883347573,
